Doc_name	Precision	Recall
CACM-1519	0.0		0.0
CACM-1591	0.0		0.0
CACM-1033	0.0		0.0
CACM-1605	0.25		0.2
CACM-1506	0.2		0.2
CACM-1938	0.167		0.2
CACM-0585	0.143		0.2
CACM-2379	0.125		0.2
CACM-1680	0.111		0.2
CACM-2319	0.1		0.2
CACM-1264	0.091		0.2
CACM-3048	0.083		0.2
CACM-1544	0.077		0.2
CACM-2371	0.071		0.2
CACM-1410	0.133		0.4
CACM-1844	0.125		0.4
CACM-1523	0.118		0.4
CACM-1750	0.111		0.4
CACM-2357	0.105		0.4
CACM-1161	0.1		0.4
CACM-3127	0.095		0.4
CACM-3025	0.091		0.4
CACM-1698	0.087		0.4
CACM-2948	0.083		0.4
CACM-1657	0.08		0.4
CACM-2054	0.077		0.4
CACM-2535	0.074		0.4
CACM-1168	0.071		0.4
CACM-1885	0.069		0.4
CACM-1827	0.067		0.4
CACM-2380	0.065		0.4
CACM-1315	0.062		0.4
CACM-2542	0.061		0.4
CACM-2947	0.059		0.4
CACM-2629	0.057		0.4
CACM-0637	0.056		0.4
CACM-2681	0.054		0.4
CACM-2740	0.053		0.4
CACM-2560	0.051		0.4
CACM-0252	0.05		0.4
CACM-1195	0.049		0.4
CACM-0414	0.048		0.4
CACM-2541	0.047		0.4
CACM-1482	0.045		0.4
CACM-2764	0.044		0.4
CACM-1647	0.043		0.4
CACM-1304	0.043		0.4
CACM-2398	0.042		0.4
CACM-1236	0.041		0.4
CACM-0971	0.04		0.4
CACM-2622	0.039		0.4
CACM-3137	0.038		0.4
CACM-1173	0.038		0.4
CACM-1697	0.037		0.4
CACM-2188	0.036		0.4
CACM-2878	0.036		0.4
CACM-1685	0.035		0.4
CACM-2624	0.034		0.4
CACM-2424	0.034		0.4
CACM-1571	0.033		0.4
CACM-2390	0.033		0.4
CACM-1534	0.032		0.4
CACM-2920	0.032		0.4
CACM-2219	0.031		0.4
CACM-2153	0.031		0.4
CACM-1034	0.03		0.4
CACM-0202	0.03		0.4
CACM-3089	0.029		0.4
CACM-1179	0.029		0.4
CACM-1163	0.029		0.4
CACM-0696	0.028		0.4
CACM-2984	0.028		0.4
CACM-2201	0.027		0.4
CACM-0972	0.027		0.4
CACM-2344	0.027		0.4
CACM-1226	0.026		0.4
CACM-1472	0.026		0.4
CACM-2370	0.026		0.4
CACM-2841	0.025		0.4
CACM-3012	0.025		0.4
CACM-0698	0.025		0.4
CACM-1937	0.024		0.4
CACM-2951	0.024		0.4
CACM-2003	0.024		0.4
CACM-3087	0.024		0.4
CACM-1533	0.023		0.4
CACM-2519	0.023		0.4
CACM-1108	0.023		0.4
CACM-2917	0.022		0.4
CACM-3002	0.022		0.4
CACM-1829	0.022		0.4
CACM-1238	0.022		0.4
CACM-3153	0.022		0.4
CACM-2288	0.021		0.4
CACM-2169	0.021		0.4
CACM-2811	0.021		0.4
CACM-2378	0.021		0.4
CACM-1719	0.02		0.4
CACM-2105	0.02		0.4
CACM-2955	0.02		0.4
