Doc_name	Precision	Recall
CACM-3043	1.0		0.036
CACM-2912	1.0		0.071
CACM-2903	0.667		0.071
CACM-3141	0.75		0.107
CACM-2890	0.6		0.107
CACM-2949	0.5		0.107
CACM-3128	0.571		0.143
CACM-2865	0.625		0.179
CACM-1623	0.556		0.179
CACM-2950	0.5		0.179
CACM-2208	0.455		0.179
CACM-0371	0.417		0.179
CACM-2674	0.385		0.179
CACM-2902	0.357		0.179
CACM-0270	0.333		0.179
CACM-1948	0.312		0.179
CACM-1551	0.294		0.179
CACM-2324	0.278		0.179
CACM-1796	0.263		0.179
CACM-2657	0.25		0.179
CACM-2289	0.238		0.179
CACM-2276	0.227		0.179
CACM-3132	0.217		0.179
CACM-2402	0.208		0.179
CACM-1619	0.2		0.179
CACM-2692	0.192		0.179
CACM-1660	0.185		0.179
CACM-1952	0.179		0.179
CACM-2904	0.172		0.179
CACM-2263	0.167		0.179
CACM-1609	0.161		0.179
CACM-2860	0.156		0.179
CACM-2094	0.152		0.179
CACM-2368	0.147		0.179
CACM-2283	0.143		0.179
CACM-2454	0.139		0.179
CACM-2226	0.135		0.179
CACM-1397	0.132		0.179
CACM-1145	0.128		0.179
CACM-2142	0.125		0.179
CACM-2111	0.122		0.179
CACM-2830	0.119		0.179
CACM-2579	0.116		0.179
CACM-1924	0.114		0.179
CACM-2627	0.111		0.179
CACM-2646	0.109		0.179
CACM-0409	0.106		0.179
CACM-2913	0.104		0.179
CACM-3151	0.102		0.179
CACM-2273	0.1		0.179
CACM-2342	0.118		0.214
CACM-2871	0.115		0.214
CACM-2306	0.113		0.214
CACM-2007	0.111		0.214
CACM-1886	0.109		0.214
CACM-2520	0.107		0.214
CACM-2884	0.105		0.214
CACM-1342	0.103		0.214
CACM-2325	0.102		0.214
CACM-2389	0.1		0.214
CACM-3037	0.098		0.214
CACM-3006	0.097		0.214
CACM-2344	0.095		0.214
CACM-2216	0.094		0.214
CACM-3055	0.092		0.214
CACM-1373	0.091		0.214
CACM-1953	0.09		0.214
CACM-2146	0.088		0.214
CACM-3166	0.087		0.214
CACM-3032	0.086		0.214
CACM-2972	0.085		0.214
CACM-1381	0.083		0.214
CACM-2771	0.082		0.214
CACM-3078	0.081		0.214
CACM-2535	0.08		0.214
CACM-2630	0.079		0.214
CACM-2035	0.078		0.214
CACM-2376	0.09		0.25
CACM-2866	0.101		0.286
CACM-2716	0.1		0.286
CACM-2767	0.099		0.286
CACM-2936	0.098		0.286
CACM-1873	0.096		0.286
CACM-2828	0.095		0.286
CACM-2896	0.094		0.286
CACM-1529	0.093		0.286
CACM-2439	0.092		0.286
CACM-3075	0.091		0.286
CACM-1923	0.09		0.286
CACM-2863	0.089		0.286
CACM-2272	0.088		0.286
CACM-3018	0.087		0.286
CACM-3148	0.097		0.321
CACM-2973	0.096		0.321
CACM-2267	0.095		0.321
CACM-2905	0.094		0.321
CACM-2953	0.093		0.321
CACM-2030	0.092		0.321
CACM-3143	0.091		0.321
CACM-2320	0.1		0.357
